Timestamp,Symbol,Action,Theo_Price,Real_Price,Slippage_Pts,Qty,SL_Points,Engine,Trade_Duration_Mins,Telemetry,Status,Account_PnL_Context,Trade_Exact_PnL,Rng,A5,RV,Net_Points,R_Multiple,Session_Range,Session_Volume,SMA200,Vol_SMA50,Regime_Dist,Module
2026-04-09 01:03:00,MCL,BUY,97.92,97.92,,,,Asia_Brk_L,,Asia_Brk_L|Rng:4.48|A5:0.2|RV:2.72,CLOSED_LOSS,-1035,-1035,,,,,,6.53,431506.0,79.4,38490756.0,59.9,MCL
2026-04-09 21:03:00,MCL,BUY,99.24,99.24,,,,Asia_Brk_L,,Asia_Brk_L|Rng:3.02|A5:0.26|RV:2.16,CLOSED_LOSS,-1035,-1035,,,,,,6.53,431506.0,79.4,38490756.0,59.9,MCL
2026-04-13 09:52:00,MCL,BUY,101.29,101.29,,,,Pit_Fade_L,,Pit_Fade_L|Rng:1.87|A5:0.43|RV:3.19,CLOSED_WIN,630,630,,,,,,1.83,30670.0,79.94,38868940.0,60.72,MCL
2026-04-14 09:38:00,MCL,SELL,95.03,95.03,,,,Pit_Brk_S,,Pit_Brk_S|Rng:2.76|A5:0.41|RV:1.46,CLOSED_WIN,630,630,,,,,,9.3,290050.0,80.19,38931928.0,54.45,MCL
2026-04-17 09:09:00,MCL,SELL,81.53,81.53,,,,Pit_Brk_S,,Pit_Brk_S|Rng:8.44|A5:0.7|RV:1.67,CLOSED_WIN,630,630,,,,,,,,,,,MCL
2026-04-20 09:10:00,MCL,BUY,86.31,86.31,,,,Pit_Fade_L,,Pit_Fade_L|Rng:1.81|A5:0.47|RV:4.28,CLOSED_LOSS,-1036,-1036,,,,,,3.99,222644.0,80.91,39507760.0,43.42,MCL
2026-04-22 20:10:00,MCL,BUY,93.56,93.56,,,,Asia_Brk_L,,Asia_Brk_L|Rng:3.11|A5:0.21|RV:14.49,CLOSED_WIN,630,630,,,,,,6.56,371691.0,81.67,40199696.0,58.45,MCL
2026-04-23 20:50:00,MCL,BUY,97.36,97.36,,,,Asia_Brk_L,,Asia_Brk_L|Rng:3.41|A5:0.23|RV:3.1,CLOSED_LOSS,-1035,-1035,,,,,,9.58,306722.0,81.96,40452488.0,64.38,MCL
2026-04-28 20:52:00,MCL,SELL,99.28,99.28,,,,Asia_Brk_S,,Asia_Brk_S|Rng:3.7|A5:0.17|RV:1.09,CLOSED_LOSS,-1035,-1035,,,,,,3.08,185543.0,82.84,40637788.0,68.52,MCL
2026-04-30 00:13:00,MCL,BUY,109.85,109.85,,,,Asia_Brk_L,,Asia_Brk_L|Rng:4.02|A5:0.39|RV:8.78,CLOSED_WIN,630,630,,,,,,10.43,296116.0,83.58,40756516.0,76.0,MCL
2026-04-30 22:32:00,MCL,BUY,106.16,106.16,,,,Asia_Brk_L,,Asia_Brk_L|Rng:5.36|A5:0.22|RV:4.63,CLOSED_LOSS,-1035,-1035,,,,,,10.43,296116.0,83.58,40756516.0,76.0,MCL
2026-05-04 02:34:00,MCL,BUY,101.8,101.8,,,,Asia_Brk_L,,Asia_Brk_L|Rng:3.98|A5:0.31|RV:2.45,CLOSED_WIN,630,630,,,,,,2.3,17826.0,84.27,40891994.0,75.16,MCL
2026-05-05 09:09:00,MCL,SELL,102.26,102.26,,,,Pit_Brk_S,,Pit_Brk_S|Rng:2.51|A5:0.38|RV:4.56,CLOSED_WIN,630,630,,,,,,7.34,299535.0,84.61,40944190.0,70.39,MCL
2026-05-06 14:15:00,MCL,BUY,94.67,94.67,,,,PM_Fade_L,,PM_Fade_L|Rng:12.53|A5:0.38|RV:1.37,CLOSED_WIN,630,630,,,,,,6.23,220014.0,84.9,40981906.0,57.77,MCL
2026-05-06 21:45:00,MCL,SELL,95.56,95.56,,,,Asia_Brk_S,,Asia_Brk_S|Rng:12.53|A5:0.25|RV:1.93,CLOSED_WIN,630,630,,,,,,6.23,220014.0,84.9,40981906.0,57.77,MCL
2026-05-10 20:44:00,MCL,BUY,99.02,99.02,,,,Asia_Brk_L,,Asia_Brk_L|Rng:2.14|A5:0.24|RV:3.57,CLOSED_WIN,630,630,,,,,,8.79,353788.0,85.49,40949278.0,56.26,MCL
2026-05-12 20:20:00,MCL,SELL,101.6,101.6,,,,Asia_Brk_S,,Asia_Brk_S|Rng:1.83|A5:0.17|RV:3.96,CLOSED_WIN,630,630,,,,,,4.24,199173.0,86.15,40117628.0,67.49,MCL
2026-05-14 02:43:00,MCL,SELL,100.7,100.7,,,,Asia_Brk_S,,Asia_Brk_S|Rng:2.11|A5:0.16|RV:5.72,CLOSED_WIN,630,630,,,,,,3.11,174773.0,86.79,38728042.0,64.76,MCL
2026-05-17 21:03:00,MCL,BUY,103.1,103.1,,,,Asia_Brk_L,,Asia_Brk_L|Rng:2.56|A5:0.21|RV:2.23,CLOSED_WIN,630,630,,,,,,3.53,148873.0,87.13,37893582.0,70.13,MCL
2026-05-18 21:06:00,MCL,BUY,102.85,102.85,,,,Asia_Brk_L,,Asia_Brk_L|Rng:4.64|A5:0.22|RV:2.61,CLOSED_WIN,630,630,,,,,,2.37,22665.0,87.48,36735488.0,70.66,MCL
2026-05-19 21:51:00,MCL,SELL,103.4,103.4,,,,Asia_Brk_S,,Asia_Brk_S|Rng:1.65|A5:0.2|RV:10.56,CLOSED_LOSS,-1035,-1035,,,,,,6.61,309069.0,87.86,33970346.0,74.1,MCL
2026-05-20 21:10:00,MCL,SELL,98.71,98.71,,,,Asia_Brk_S,,Asia_Brk_S|Rng:2.47|A5:0.23|RV:3.7,CLOSED_LOSS,-1035,-1035,,,,,,2.3,189735.0,88.2,31493794.0,63.58,MCL
2026-05-21 23:12:00,MCL,SELL,97.28,97.28,,,,Asia_Brk_S,,Asia_Brk_S|Rng:4.08|A5:0.17|RV:2.45,CLOSED_WIN,630,630,,,,,,7.07,296793.0,88.53,30079292.0,61.0,MCL
2026-05-26 20:17:00,MCL,SELL,93.08,93.08,,,,Asia_Brk_S,,Asia_Brk_S|Rng:2.1|A5:0.18|RV:0.61,CLOSED_WIN,630,630,,,,,,6.9,324711.0,88.87,28357288.0,58.57,MCL
2026-05-28 10:13:00,MCL,SELL,89.08,89.08,,,,Pit_Brk_S,,Pit_Brk_S|Rng:1.71|A5:0.27|RV:2.64,CLOSED_WIN,630,630,,,,,,4.45,276496.0,89.76,25493638.0,45.7,MCL
2026-05-28 20:26:00,MCL,SELL,87.97,87.97,,,,Asia_Brk_S,,Asia_Brk_S|Rng:1.71|A5:0.19|RV:9.76,CLOSED_WIN,630,630,,,,,,4.45,276496.0,89.76,25493638.0,45.7,MCL
2026-06-01 21:37:00,MCL,SELL,91.61,91.61,,,,Asia_Brk_S,,Asia_Brk_S|Rng:2.04|A5:0.26|RV:3.48,CLOSED_WIN,630,630,,,,,,1.17,17132.0,90.36,22543134.0,49.96,MCL
2026-06-03 09:08:00,MCL,SELL,95.3,95.3,,,,Pit_Brk_S,,Pit_Brk_S|Rng:1.68|A5:0.3|RV:4.78,CLOSED_WIN,630,630,,,,,,5.96,211291.0,91.01,19897510.0,54.77,MCL
2026-06-05 09:32:00,MCL,SELL,91.48,91.48,,,,Pit_Brk_S,,Pit_Brk_S|Rng:2.23|A5:0.33|RV:3.22,CLOSED_WIN,630,630,,,,,,,,,,,MCL
2026-06-07 21:26:00,MCL,BUY,94.29,94.29,,,,Asia_Brk_L,,Asia_Brk_L|Rng:2.23|A5:0.33|RV:3.53,CLOSED_WIN,630,630,,,,,,3.78,190540.0,91.64,18262424.0,45.16,MCL
2026-06-08 21:00:00,MCL,SELL,91.02,91.02,,,,Asia_Brk_S,,Asia_Brk_S|Rng:4.48|A5:0.18|RV:1.33,CLOSED_WIN,630,630,,,,,,2.6,32529.0,91.94,17505738.0,46.99,MCL
2026-06-11 21:01:00,MCL,BUY,86.83,86.83,,,,Asia_Brk_L,,Asia_Brk_L|Rng:2.8|A5:0.2|RV:6.87,CLOSED_LOSS,-1035,-1035,,,,,,6.25,260670.0,92.79,15442594.0,38.83,MCL
2026-06-15 21:50:00,MCL,SELL,80.88,80.88,,,,Asia_Brk_S,,Asia_Brk_S|Rng:1.2|A5:0.16|RV:1.86,CLOSED_WIN,630,630,,,,,,1.69,21567.0,93.28,13544390.0,29.94,MCL
2026-06-17 02:15:00,MCL,SELL,75.48,75.48,,,,Asia_Brk_S,,Asia_Brk_S|Rng:3.72|A5:0.19|RV:0.51,CLOSED_WIN,630,630,,,,,,6.1,228182.0,93.68,12224008.0,21.93,MCL
2026-06-17 21:22:00,MCL,SELL,74.8,74.8,,,,Asia_Brk_S,,Asia_Brk_S|Rng:2.18|A5:0.17|RV:4.56,CLOSED_WIN,630,630,,,,,,6.1,228182.0,93.68,12224008.0,21.93,MCL
2026-06-22 07:07:00,MCL,SELL,74.69,74.69,,,,Lon_Brk_S,,Lon_Brk_S|Rng:1.56|A5:0.19|RV:8.51,CLOSED_LOSS,-1035,-1035,,,,,,3.13,29853.0,94.06,10492416.0,19.8,MCL
2026-06-23 03:30:00,MCL,SELL,72.54,72.54,,,,Lon_Brk_S,,Lon_Brk_S|Rng:0.52|A5:0.19|RV:1.48,CLOSED_LOSS,-1035,-1035,,,,,,3.3,188786.0,94.25,10231916.0,18.05,MCL
2026-06-24 02:31:00,MCL,SELL,72.57,72.57,,,,Asia_Brk_S,,Asia_Brk_S|Rng:1.61|A5:0.15|RV:0.71,CLOSED_WIN,630,630,,,,,,2.0,172807.0,94.42,9884070.0,12.58,MCL
2026-06-24 21:23:00,MCL,SELL,69.52,69.52,,,,Asia_Brk_S,,Asia_Brk_S|Rng:1.8|A5:0.16|RV:1.45,CLOSED_WIN,630,630,,,,,,2.0,172807.0,94.42,9884070.0,12.58,MCL
2026-06-26 03:12:00,MCL,SELL,70.31,70.31,,,,Lon_Brk_S,,Lon_Brk_S|Rng:0.26|A5:0.13|RV:3.83,CLOSED_WIN,630,630,,,,,,,,,,,MCL
2026-07-01 11:30:00,MCL,SELL,68.1,68.1,,,,Pit_Brk_S,,Pit_Brk_S|Rng:1.54|A5:0.19|RV:1.81,CLOSED_LOSS,-345,-345,,,,,,2.38,170480.0,95.24,8486344.0,8.44,MCL
