Timestamp,Symbol,Action,Theo_Price,Real_Price,Slippage_Pts,Qty,SL_Points,Engine,Trade_Duration_Mins,Telemetry,Status,Account_PnL_Context,Trade_Exact_PnL,Rng,A5,RV,Net_Points,R_Multiple,Session_Range,Session_Volume,SMA200,Vol_SMA50,Regime_Dist,Module
2026-01-30 11:37:00,MGC,BUY,4994.1,4994.1,,,,V2_Rev_L,,V2_Rev_L|Rng:245.9|A5:29.42|RV:2.55|VwP:-3.7|RSI:29.99,CLOSED_WIN,634,634,,,,,,,,,,,MGC
2026-02-01 20:23:00,MGC,SELL,4707.0,4707.0,,,,Asia_Fade_S,,Asia_Fade_S|Rng:NaN|A5:47.92|RV:0.66|VwP:-1.48|RSI:45.94,CLOSED_LOSS,-721,-721,,,,,,,,,,,MGC
2026-02-02 20:16:00,MGC,BUY,4866.2,4866.2,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:24.02|RV:2.41|VwP:1.4|RSI:71.26,CLOSED_LOSS,-726,-726,,,,,,499.9,516848.0,347.42,16710032.0,28.07,MGC
2026-02-03 20:07:00,MGC,BUY,5047.7,5047.7,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:16.57|RV:2.23|VwP:1.1|RSI:72.76,CLOSED_WIN,632,632,,,,,,228.5,125562.0,348.81,17740642.0,30.24,MGC
2026-02-05 11:44:00,MGC,BUY,4898.9,4898.9,,,,LP_Brk_L,,LP_Brk_L|Rng:131.4|A5:20.72|RV:2.03|VwP:-0.2|RSI:74.62,CLOSED_WIN,633,633,,,,,,308.9,255878.0,350.18,18109540.0,26.19,MGC
2026-02-06 12:02:00,MGC,SELL,4978.2,4978.2,,,,V2_Rev_S,,V2_Rev_S|Rng:77.3|A5:13.58|RV:0.9|VwP:2.63|RSI:65.22,CLOSED_WIN,100,100,,,,,,,,,,,MGC
2026-02-10 09:17:00,MGC,BUY,5090.2,5090.2,,,,Lon_BO_L_E,,Lon_BO_L_E|Rng:43.2|A5:8.38|RV:4.19|VwP:0.63|RSI:74.74,CLOSED_WIN,630,630,,,,,,108.5,102173.0,352.49,18172024.0,31.18,MGC
2026-02-10 21:47:00,MGC,BUY,5078.7,5078.7,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:7.37|RV:1.56|VwP:0.27|RSI:76.26,CLOSED_LOSS,-1017,-1017,,,,,,108.5,102173.0,352.49,18172024.0,31.18,MGC
2026-02-12 11:31:00,MGC,BUY,4936.2,4936.2,,,,V2_Rev_L,,V2_Rev_L|Rng:32|A5:21.3|RV:2.05|VwP:-2.45|RSI:34.97,CLOSED_WIN,633,633,,,,,,108.2,123425.0,354.01,18438942.0,27.51,MGC
2026-02-12 20:03:00,MGC,BUY,4971.2,4971.2,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:11.08|RV:2.91|VwP:0.52|RSI:65.92,CLOSED_WIN,630,630,,,,,,108.2,123425.0,354.01,18438942.0,27.51,MGC
2026-02-15 22:08:00,MGC,SELL,5015.9,5015.9,,,,Asia_Fade_S,,Asia_Fade_S|Rng:NaN|A5:6.87|RV:0.61|VwP:-0.39|RSI:43.99,CLOSED_WIN,630,630,,,,,,,,,,,MGC
2026-02-17 08:57:00,MGC,SELL,4916.5,4916.5,,,,Lon_BO_S_E,,Lon_BO_S_E|Rng:111.2|A5:7.95|RV:5.16|VwP:-1.3|RSI:27.57,CLOSED_WIN,632,632,,,,,,206.7,157048.0,354.8,18524050.0,30.39,MGC
2026-02-17 20:04:00,MGC,BUY,4903.8,4903.8,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:8.95|RV:2.63|VwP:0.31|RSI:65.79,CLOSED_WIN,630,630,,,,,,206.7,157048.0,354.8,18524050.0,30.39,MGC
2026-02-19 00:10:00,MGC,BUY,5009.0,5009.0,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:4.22|RV:1.48|VwP:0.34|RSI:74.89,CLOSED_WIN,630,630,,,,,,106.0,88430.0,357.13,18634506.0,28.68,MGC
2026-02-19 20:04:00,MGC,BUY,5027.8,5027.8,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:5.58|RV:1.88|VwP:0.23|RSI:76.89,CLOSED_WIN,627,627,,,,,,106.0,88430.0,357.13,18634506.0,28.68,MGC
2026-02-23 09:31:00,MGC,BUY,5190.8,5190.8,,,,Lon_BO_L_E,,Lon_BO_L_E|Rng:44.3|A5:5.63|RV:4.75|VwP:0.36|RSI:83.23,CLOSED_WIN,627,627,,,,,,47.8,24843.0,358.77,19006048.0,34.15,MGC
2026-02-24 20:04:00,MGC,BUY,5177.7,5177.7,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:7.36|RV:2.6|VwP:0.31|RSI:68.59,CLOSED_WIN,630,630,,,,,,126.6,134280.0,359.59,19106580.0,31.99,MGC
2026-02-26 00:04:00,MGC,BUY,5207.8,5207.8,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:3.97|RV:1.76|VwP:0.19|RSI:42.76,CLOSED_WIN,630,630,,,,,,74.0,104663.0,361.28,19052512.0,32.16,MGC
2026-02-26 21:01:00,MGC,BUY,5213.2,5213.2,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:5.98|RV:3.63|VwP:0.28|RSI:73.83,CLOSED_LOSS,-1012,-1012,,,,,,74.0,104663.0,361.28,19052512.0,32.16,MGC
2026-03-02 02:08:00,MGC,BUY,5412.5,5412.5,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:6.96|RV:5.65|VwP:0.85|RSI:76.35,CLOSED_WIN,630,630,,,,,,94.4,41796.0,363.16,19375814.0,34.93,MGC
2026-03-02 20:05:00,MGC,BUY,5377.6,5377.6,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:8.58|RV:1.65|VwP:0.29|RSI:64.61,CLOSED_WIN,630,630,,,,,,94.4,41796.0,363.16,19375814.0,34.93,MGC
2026-03-04 05:09:00,MGC,BUY,5204.5,5204.5,,,,Lon_Viper_L,,Lon_Viper_L|Rng:47.6|A5:7.86|RV:3.78|VwP:0.76|RSI:74.98,CLOSED_WIN,632,632,,,,,,376.5,262288.0,364.91,19581472.0,29.29,MGC
2026-03-05 08:19:00,MGC,SELL,5140.7,5140.7,,,,Lon_BO_S_E,,Lon_BO_S_E|Rng:46|A5:6.5|RV:3.41|VwP:-0.64|RSI:24.94,CLOSED_WIN,630,630,,,,,,98.9,124625.0,365.77,19617072.0,27.44,MGC
2026-03-05 20:41:00,MGC,BUY,5120.9,5120.9,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:10.33|RV:2.85|VwP:0.48|RSI:81.79,CLOSED_WIN,630,630,,,,,,98.9,124625.0,365.77,19617072.0,27.44,MGC
2026-03-08 20:54:00,MGC,SELL,5048.8,5048.8,,,,Asia_Fade_S,,Asia_Fade_S|Rng:NaN|A5:17.48|RV:0.75|VwP:-1.04|RSI:42.92,CLOSED_WIN,633,633,,,,,,133.6,145046.0,366.65,19542826.0,29.15,MGC
2026-03-09 21:21:00,MGC,BUY,5168.0,5168.0,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:9.09|RV:3.07|VwP:0.37|RSI:70.28,CLOSED_WIN,630,630,,,,,,158.8,44710.0,367.49,19455556.0,28.58,MGC
2026-03-10 20:19:00,MGC,BUY,5209.6,5209.6,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:5.81|RV:5.15|VwP:0.19|RSI:71.24,CLOSED_WIN,627,627,,,,,,128.9,143693.0,368.35,19513524.0,29.73,MGC
2026-03-12 09:32:00,MGC,SELL,5168.0,5168.0,,,,Lon_BO_S_E,,Lon_BO_S_E|Rng:28|A5:6.7|RV:2.09|VwP:-0.02|RSI:31.59,CLOSED_WIN,630,630,,,,,,88.4,134311.0,370.0,19278886.0,26.18,MGC
2026-03-12 20:01:00,MGC,BUY,5106.2,5106.2,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:5.73|RV:2.94|VwP:0.21|RSI:64.67,CLOSED_WIN,627,627,,,,,,88.4,134311.0,370.0,19278886.0,26.18,MGC
2026-03-16 02:17:00,MGC,BUY,5036.9,5036.9,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:5.37|RV:3.08|VwP:0.5|RSI:80.8,CLOSED_LOSS,-996,-996,,,,,,65.3,26878.0,371.57,19285526.0,23.92,MGC
2026-03-16 21:38:00,MGC,BUY,5023.1,5023.1,,,,Asia_Bullet_L,,Asia_Bullet_L|Rng:NaN|A5:5.75|RV:1.61|VwP:0.23|RSI:72.47,CLOSED_WIN,627,627,,,,,,65.3,26878.0,371.57,19285526.0,23.92,MGC
