Timestamp,Symbol,Action,Theo_Price,Real_Price,Slippage_Pts,Qty,SL_Points,Engine,Trade_Duration_Mins,Telemetry,Status,Account_PnL_Context,Trade_Exact_PnL,Rng,A5,RV,Net_Points,R_Multiple,Session_Range,Session_Volume,SMA200,Vol_SMA50,Regime_Dist,Module,Is_Win,Regime_Label,Vw,NKD,Entry_Price,Exit_Price,Regime_Executed,Unified_Regime
2023-11-27 12:09:00,MES,SELL,4566.25,4566.25,0.0,15.0,,OR_Fake_S,0.0,{},CLOSED_WIN,622.5,622.5,,,,,,,,,,,MES,1,,,,,,,
2023-11-28 10:23:00,MES,SELL,4556.0,4556.0,0.0,15.0,,OR_Fake_S,0.0,{},CLOSED_LOSS,-1046.25,-1046.25,,,,,,,,,,,MES,0,,,,,,,
2023-11-28 10:40:00,MNQ_DAY,BUY,16011.5,16011.5,0.0,15.0,,IB_L,0.0,{},CLOSED_WIN,622.5,622.5,,,,,,,,,,,MNQ_DAY,1,,,,,,,
2023-11-28 11:48:00,MGC,SELL,2040.3,2040.3,0.0,15.0,,LP_Rev_S,0.0,{},CLOSED_LOSS,-525.0,-525.0,,,,,,,,,,,MGC,0,,,,,,,
2023-11-29 10:01:00,MCL,SELL,76.31,76.31,0.0,15.0,,Pit_Brk_S,0.0,{},CLOSED_WIN,630.0,630.0,,,,,,,,,,,MCL,1,,,,,,,
2023-11-29 15:18:00,MNQ_DAY,BUY,16034.75,16034.75,0.0,15.0,,PH_Rev_L,0.0,{},CLOSED_LOSS,-345.0,-345.0,,,,,,,,,,,MNQ_DAY,0,,,,,,,
2023-11-30 03:16:00,MCL,BUY,78.66,78.66,0.0,15.0,,Lon_Brk_L,0.0,{},CLOSED_WIN,630.0,630.0,,,,,,,,,,,MCL,1,,,,,,,
2023-12-04 03:03:00,MCL,SELL,73.3,73.3,0.0,15.0,,Lon_Brk_S,0.0,{},CLOSED_WIN,630.0,630.0,,,,,,,,,,,MCL,1,,,,,,,
2023-12-05 09:54:00,MNQ_DAY,BUY,15859.5,15859.5,0.0,9.0,,Ext_ORB_L,0.0,{},CLOSED_WIN,630.0,630.0,,,,,,,,,,,MNQ_DAY,1,,,,,,,
2023-12-06 09:01:00,MCL,SELL,71.03,71.03,0.0,15.0,,Pit_Brk_S,0.0,{},CLOSED_WIN,630.0,630.0,,,,,,,,,,,MCL,1,,,,,,,
2023-12-06 15:10:00,MNQ_DAY,BUY,15859.75,15859.75,0.0,15.0,,PH_Rev_L,0.0,{},CLOSED_LOSS,-1050.0,-1050.0,,,,,,,,,,,MNQ_DAY,0,,,,,,,
2023-12-07 12:06:00,MGC,BUY,2039.0,2039.0,0.0,15.0,,LP_Rev_L,0.0,{},CLOSED_WIN,630.0,630.0,,,,,,,,,,,MGC,1,,,,,,,
